1.01751e+18,$AN AutoNation Inc. SEC Filing: Form 4 https://t.co/kOrw5uKL6Y,Thu Jul 12 20:56:59 +0000 2018,StockTexts,AN,AutoNation,FALSE,,,,,,,,,
1.01751e+18,$BXP REZONING *OUT OF* #RESTON #PRC FOR FRAUD DESTRUCTION OF OUR FUTURE MEETING TODAY @fairfaxcounty (… https://t.co/7MO0rB3N54,Thu Jul 12 20:57:09 +0000 2018,RestonTV,BXP,Boston Properties,FALSE,,,,,,,,,
1.01751e+18,Swedbank Has Trimmed Roper Industries $ROP Stake by $6.78 Million; Market Value Declined https://t.co/GzNuoci54q,Thu Jul 12 20:57:26 +0000 2018,reurope_stock,ROP,Roper Technologies,FALSE,,,,,,,,,
1.01751e+18,$MCHP Microchip Technology Incorporated SEC Filing: Form DEF 14A https://t.co/a6lRFvWglR,Thu Jul 12 20:57:36 +0000 2018,StockTexts,MCHP,Microchip Technology Incorporated,FALSE,,,,,,,,,
1.01751e+18,RT @thebrandindex: Today’s Brands conversation with ⁦@carolmassar⁩ in B.B. radio  we talk tech staples airlines and more. Thanks Carol a…,Thu Jul 12 20:57:51 +0000 2018,carolmassar,MHK,Mohawk Industries,TRUE,,,,,,,,,
1.01751e+18,$FE Max Pain is 33.00 for maturity 07/20/2018. #maxpain #options https://t.co/Pivvskt2Xu https://t.co/3o4l3iKwhB,Thu Jul 12 20:58:25 +0000 2018,optioncharts,FE,FirstEnergy Corp.,FALSE,,,,,,,,,
1.01751e+18,Insider alert: Insider SAGAN PAUL of $AKAM bought 39100 shares @ $1502613.00,Thu Jul 12 20:58:52 +0000 2018,ExecPicks,AKAM,Akamai Technologies,FALSE,,,,,,,,,
1.01751e+18,EPS for Marriott International Inc. $MAR Expected At $1.36 - https://t.co/LlmL4xPZbM,Thu Jul 12 20:59:01 +0000 2018,mmahotstuff1,MAR,Marriott International,FALSE,,,,,,,,,
1.01751e+18,$AN ALERT: New AutoNation SEC Filing From our Stock News Alerts App,Thu Jul 12 20:59:35 +0000 2018,Allstocknews,AN,AutoNation,FALSE,,,,,,,,,
1.01751e+18,Marriott International Inc. $MAR Analysts See $1.36 EPS https://t.co/SzqoasOBmq,Thu Jul 12 20:59:46 +0000 2018,reurope_stock,MAR,Marriott International,FALSE,,,,,,,,,
1.01751e+18,"IAM Platform Curated Retweet:  Via: https://t.co/XiPDVlyHHB  Use the EMINENT token to fuel ""The Mother Of All Apps""… https://t.co/0AhAU8oKps",Thu Jul 12 21:00:01 +0000 2018,InfoProNetwork,EMN,Eastman Chemical Company,FALSE,,,,,,,,,
1.01751e+18,A bullish Big MAC (Bullish) has occurred at 3:45 PM Jul 12 at  $13.13 on The AES Corp (AES) $AES Want to Earn(Regis… https://t.co/aXGkQOfJ9o,Thu Jul 12 21:00:02 +0000 2018,websofttechies,AES,The AES Corporation,FALSE,,,,,,,,,
1.01751e+18,$AKAM Todays trading with Akamai Technologies Inc for $77.36 on date 2018-07-12. #Finance,Thu Jul 12 21:00:48 +0000 2018,dexoidan,AKAM,Akamai Technologies,FALSE,,,,,,,,,
1.01751e+18,$PRGO Stock Quote Alert for Perrigo Company plc (NYSE:PRGO) From our Stock News Alerts App,Thu Jul 12 21:02:30 +0000 2018,Allstocknews,PRGO,Perrigo Company plc,FALSE,,,,,,,,,
1.01751e+18,$HOLX Stock Quote Alert for Hologic Inc. (NASDAQ:HOLX) From our Stock News Alerts App,Thu Jul 12 21:02:42 +0000 2018,Allstocknews,HOLX,Hologic,FALSE,,,,,,,,,
1.01751e+18,Wondering about risks of $FEYE? The 63-day volatility is 15.87% https://t.co/5fL4ahA4mY,Thu Jul 12 21:03:03 +0000 2018,1MinuteStock,FEYE,FireEye,FALSE,,,,,,,,,
1.01751e+18,$AN:  New Insider Filing on  Director  DAVID B EDELSON:  https://t.co/XrOiRvFhhh,Thu Jul 12 21:03:09 +0000 2018,InsiderAlertsIA,AN,AutoNation,FALSE,,,,,,,,,
1.01751e+18,$AKAM:  New Insider Filing on  SVP &amp; General Counsel  AARON AHOLA:  https://t.co/Cextsdyykc,Thu Jul 12 21:03:10 +0000 2018,InsiderAlertsIA,AKAM,Akamai Technologies,FALSE,,,,,,,,,
1.01751e+18,$VAR Stock Quote Alert for Varian Medical Systems Inc. (NYSE:VAR) From our Stock News Alerts App,Thu Jul 12 21:03:20 +0000 2018,Allstocknews,VAR,Varian Medical Systems,FALSE,,,,,,,,,
1.01751e+18,Pioneer Natural Gets a Buy Rating from Credit Suisse $PXD https://t.co/r0PcLCCW64,Thu Jul 12 21:03:20 +0000 2018,ARatings,PXD,Pioneer Natural Resources Company,FALSE,,,,,,,,,
1.01751e+18,$ZTS open interest for maturity 07/13/2018. High put=79.50 High call=89.50 #maxpain #options https://t.co/gq1DRn4PIv https://t.co/wL1mjIFUjG,Thu Jul 12 21:03:26 +0000 2018,optioncharts,ZTS,Zoetis Inc.,FALSE,,,,,,,,,
1.01751e+18,$MCK 's perspective over U.S. Department of Justice's decision related to production quota for opioids  https://t.co/vp0YQsawwC,Thu Jul 12 21:03:50 +0000 2018,hotpennyalerts,MCK,McKesson Corporation,FALSE,,,,,,,,,
1.01751e+18,Sunrise Finance: Noni B $NBL issued a bumper trading update Eddy has all the latest finance news joined by Ryan F… https://t.co/KTB2oKFuS0,Thu Jul 12 21:04:01 +0000 2018,CommSec,NBL,Noble Energy,TRUE,,,,,,,,,
1.01752e+18,Problems on the list to fix:  #Reston Center NORTH destroy $BXP #Reston Center SOUTH destroy $BPY @restononline tak… https://t.co/QFleLnFMd3,Thu Jul 12 21:04:34 +0000 2018,RestonTV,BXP,Boston Properties,FALSE,,,,,,,,,
1.01752e+18,Stocks in Review: Ansys Inc (ANSS) https://t.co/ObHBXoAPMi $ANSS #stocks #stockmarket,Thu Jul 12 21:06:02 +0000 2018,StocksPredictr,ANSS,ANSYS,FALSE,,,,,,,,,
1.01752e+18,$DPS Stock Quote Alert for Keurig Dr Pepper Inc. (NYSE:KDP) From our Stock News Alerts App,Thu Jul 12 21:06:57 +0000 2018,Allstocknews,DPS,Dr Pepper Snapple Group,FALSE,,,,,,,,,
1.01752e+18,$PAGS $AAPL $BAC $LC $NXPI $NFLX $FB $OPK $IQ $MSFT $FOXA $FB $JCP $DIS $AMD $HLT $JPM $AABA $GILD $CSCO Highest vo… https://t.co/hhN8IBuLvK,Thu Jul 12 21:10:23 +0000 2018,teresaarthur66,HLT,Hilton Worldwide Holdings Inc.,FALSE,,,,,,,,,
1.01752e+18,RT @CryptoSave: The newest Centralized Exchange will soon open the Alpha to Midas Pioneers Here comes @vinexnetwork Binance your days are…,Thu Jul 12 21:11:56 +0000 2018,OndreFrmIreland,MAS,Masco Corporation,FALSE,,,,,,,,,
1.01752e+18,RT @CryptoSave: $MAS - @MidasProtocol Universe 😊  1) Midas wallet - Complex trading will make other projects jealous. 2) Midas Foundation…,Thu Jul 12 21:13:41 +0000 2018,OndreFrmIreland,MAS,Masco Corporation,FALSE,,,,,,,,,
1.01752e+18,$QRVO high OI range is 75.00 to 87.50 for option expiration 07/20/2018 #maxpain #options https://t.co/lvUkVFpnYZ https://t.co/5UXW0CZ378,Thu Jul 12 21:14:29 +0000 2018,optioncharts,QRVO,Qorvo,FALSE,,,,,,,,,
1.01752e+18,no trades today...currently 170.6% net long…ended the day up 0.90% thanks to $NVO (+2.2%) $ROP (+1.9%) $WCN (+1.6… https://t.co/PSCiKWIDxy,Thu Jul 12 21:14:44 +0000 2018,VaughnOkumura,FISV,Fiserv,FALSE,,,,,,,,,
1.01752e+18,$PTEN Patterson-UTI Energy Inc. SEC Filing: Form 4 https://t.co/9j5c0L3oqS,Thu Jul 12 21:16:15 +0000 2018,StockTexts,PTEN,Patterson-UTI Energy,FALSE,,,,,,,,,
1.01752e+18,Get the latest ratings for $TPVG $RTTR $HDS $VOYA $AMH in your inbox with MarketBeat Daily https://t.co/nSJuDsYidj,Thu Jul 12 21:16:19 +0000 2018,RatingsNetwork,HDS,HD Supply Holdings,FALSE,,,,,,,,,
1.01752e+18,Short sale vol (not short interest) for $ODP on 2018-07-11 is 69%. https://t.co/0MIirq6OWB $VSH 36% $PBCT 68% $WDC 47% $SPXU 68%,Thu Jul 12 21:18:01 +0000 2018,shortvolumes,ODP,Office Depot,FALSE,,,,,,,,,
1.01752e+18,@TMFJMo $MKC #WarOnBland basket with $CMG $SAM $PEP $STZ. #Boom,Thu Jul 12 21:18:52 +0000 2018,dr973,MKC,McCormick & Company,FALSE,,,,,,,,,
1.01752e+18,Genocea Biosciences Inc $GNCA Expected to Announce Earnings of -$0.13 Per Share https://t.co/ZX9N3x1sBC,Thu Jul 12 21:19:52 +0000 2018,TranscriptDaily,GNCA,Genocea Biosciences,FALSE,,,,,,,,,
1.01752e+18,"🗣️🎼$inGinG: ""No Time! 4 FAKE Niggas! Just $ip some Cristal🍾with these real Niggas. From East-♊️-West coast spread L… https://t.co/SBXzpa7cxG",Thu Jul 12 21:19:55 +0000 2018,EmpLordlyTweets,IP,International Paper Company,FALSE,,,,,,,,,
1.01752e+18,$NVCN neovasc Asking $SPY $GDX $FB $BAC $GE $XLF $EEM $HLT $TVIX $QQQ $MU $S $RIG $VXX $F $AMD $TWTR $RSX $GDXJ… https://t.co/Vo5wfB9iT3,Thu Jul 12 21:23:42 +0000 2018,PortoRicanRasta,HLT,Hilton Worldwide Holdings Inc.,FALSE,,,,,,,,,
1.01752e+18,https://t.co/6T3tmCcvZL $NUAN Nuance Communications up 3.0% = $128.4 million gain. $NUAN has made notable gains in… https://t.co/WrEx8yNJei,Thu Jul 12 21:25:56 +0000 2018,42Stocks,NUAN,Nuance Communications,FALSE,,,,,,,,,
1.01752e+18,$PTEN:  New Insider Filing on  SVP/General Counsel/Secretary  SETH DAVID WEXLER:  https://t.co/WZF05kVT3a,Thu Jul 12 21:28:05 +0000 2018,InsiderAlertsIA,PTEN,Patterson-UTI Energy,FALSE,,,,,,,,,
1.01752e+18,Still time to look at $HRS Key date approaching  https://t.co/76vFwsAtGJ,Thu Jul 12 21:28:13 +0000 2018,bdailystocks,HRS,Harris Corporation,FALSE,,,,,,,,,
1.01752e+18,Analysts at Citigroup Kept the Same their Past ‘Neutral’ rating on Shares Extra Space Storage $EXR Set a $103 Pric… https://t.co/sy9Cfe3ghm,Thu Jul 12 21:29:59 +0000 2018,The_CasualSmart,EXR,Extra Space Storage Inc.,FALSE,,,,,,,,,
1.01752e+18,La acción de Motorola Solutions Inc. $MSI alcanzó un precio de $120.77 dólares al cierre de hoy para una variación… https://t.co/K196TlwSJx,Thu Jul 12 21:30:37 +0000 2018,telconomia,MSI,Motorola Solutions,FALSE,,,,,,,,,
1.01752e+18,Today Citigroup Keeps a Neutral Rating on Extra Space Storage $EXR and a $103 Target Price - https://t.co/4NNHTU4AwP,Thu Jul 12 21:30:42 +0000 2018,mmahotstuff1,EXR,Extra Space Storage Inc.,FALSE,,,,,,,,,
1.01752e+18,"Key Research Analysts at Citigroup Reconfirmed their ‘""Neutral""’ rating for Extra Space Storage $EXR Shares Today.… https://t.co/1AW8R6ICh5",Thu Jul 12 21:30:59 +0000 2018,The_CasualSmart,EXR,Extra Space Storage Inc.,FALSE,,,,,,,,,
